Review_Time,Review_Text,rating
7 bulan lalu,"makanan enak , murah , tempatnya bagus dan dtrategis , tapi antriannya wuihh banyak bgt , jadi bosan kalau nunggu lama lama hehe",4
2 tahun lalu,"Enak sih mie nya, tapi antrinya masyaAllah
Parkiran pinggir jalan",5
4 bulan lalu,Rame.. Enak bgt sih,5
7 bulan lalu,"Tempatnya luas. Food and beverages nya enak enak seger seger. Cocok untuk kumpul keluarga , teman. Pelayanan ramah, cepat, bersih.",5
sebulan lalu,Selau ramai,5
2 tahun lalu,"Salah satu rekomendasi tempat kuliner mie level-levelan. Harga terjangkau, rasanya mantap. Lokasi strategis. Tempat bersih, suasana nyaman. Pelayanan baik, namun karna sering antri terkadang lamaaa. Tersedia menu mie angel,  mie iblis,  mie …",5
5 bulan lalu,Harga murah rasa lumayan enak porsi pas prokes jalan 👍,5
2 bulan lalu,Ada yg kurang,4
sebulan lalu,"Lama bikinnya, ga ada improvement",1
2 tahun lalu,Mie nya lumayan enakkkk... tp kalo disini kudu sabar nunggu pesenannya jadi.. soalnya ini aku juga nunggu makanannya dtg hampir sejam an 😩 tempat nya enakan diatas klo mau makan dsitu.. soal nya kalo dibawah biasa nya penuh sama driver ojol yg ngantri.,4
2 tahun lalu,"Untuk harga segitu dapat mi dan dimsum yang enak, tampilannya juga OK, tempat bersih dan kekinian.. ya cuma karena harganya yang relatif murah, lokasi strategis, jadinya mesti nunggu antrian panjang 😂",5
3 minggu lalu,"Menu enak, tehnya mantapsss",5
2 tahun lalu,Mie ngehits yang terkenal serem bagi abang2 ojol kalo dapet pesenan food disini karena antrinya lamaa saking banyak peminatnya. dengan harga yang murah bisa dapetin mie yang teksturnya lebih tipis dari mie biasa dan sedikit lebih gede dari …,4
2 tahun lalu,Lumayan sih antriannya kalo bareng gojek2,4
5 bulan lalu,"Mantapp guys, mienya enak, mie angel, mie setan sama mie iblis, lumpia udangnya enak, recomended",5
setahun lalu,"Tempat nya bagus , nyaman , pelayanan nya memuaskan , cepat",5
2 tahun lalu,"Untuk yg suka kuliner kekinian, wajib main ke sini. Mie nya enak. Tempat nya cozy. Walaupun kalo sore ramai, tempat ini worth it lah dengan harga yg lumayan murah. Pangsitnya enak ga pake bohong. Tips untuk yang kurang suka pedas tapi mau …",4
6 bulan lalu,"Sekali nyobain level 3 astagfirullah 😭😭😭😭😭😭😭

. …",5
setahun lalu,Mie pedass terenak yg prnh kumakan dijogja. Pedesnya tdak lebay jdi tdak cm rasa pedas tpi rasa bumbu dri mienya juga ttep kerasa . Dimsumnya jugaa enak bget. Favorit sih mie iblis💕,5
setahun lalu,Rasa Mie nya B aja...,3
2 tahun lalu,"Restonya mudah dicari,di pinggir jalan.Parkir R2 luas,R4 cukup sulit dibahu jln.Menu variasi mie dan berbagai dimsum tp gak ada penjelasan menu jadi hrs rajin buka Instagram nya.Rasa gak tell istimewa sebanding harganya yg murah.level …",5
2 bulan lalu,Pegawai yg ramah proses order cepat,5
setahun lalu,Enak bangget,5
9 bulan lalu,"Menurutku rasanya yaa biasa aja sih, disemua cabangpun juga sama. Tapi sayangnya disini gada menu minuman macam es genderuwo yang kaya di cabang babarsari. Dimsumnya biasa aja sih rasanya, tapi sayang banget engga cocok sama cocolan …",4
2 bulan lalu,Rame lur,5
seminggu lalu,Mantap👍🏻,5
9 bulan lalu,Makan disini enak banget. Udah murah dapet banyak cocok sekali untuk kantong2 mahasiswa yang pingin makan enak kenyang tapi murah. Tempat strategis sehingga mudah untuk dituju,5
2 tahun lalu,Tempat terdiri dari dua lantai. Jadi untuk tempat makannya bisa banyak. Dekorasi tempat seperti layaknya tempat nongkrong zamaan sekarang. Enak. Saya di sini kemarin beli mie iblis level 3 dan es sundelbolong (susu putih+kopi?). Ternyata …,4
10 bulan lalu,"Cozy banget buat nongkrong, apalagi di lantai 2 nya. Tapi ada catatan nya, kalo ga ujan yes.. hahaha
Untuk makanannya biasa aja sih, minumnya es jeruk kirain jeruk buah/nipis, ternyata nutrisari..",5
2 tahun lalu,"1. Mbk kasirnya tidak senyum
2. paling tidak di kasih gambar menu di mejanya wlwpun di papan sudh ada menu, tp setidaknya kita tau bentuknya. …",2
7 bulan lalu,Rekomendasi buat cobain mie iblis level 4 dan udang keju.. Udang kejunya the best,5
2 tahun lalu,"Selalu penuh sama abang-abang gofood, walau penuh tapi nunggunya ngga terlalu lamaa, tergolong murah untuk menu-menu yang tersedia",4
4 bulan lalu,Pangsitnya mvp sih,5
2 tahun lalu,"Mie gacoan, seperti warung gavoan lainnya
Selain rasanya yang enak, karna tempatnya yang emang strategis membuat warung gacoan selalu padat pengunjung. …",5
2 tahun lalu,Kalo mau makan di tempat pelayananya lebih cepet daripada harus dibungkus/pesen di ojek online.,5
7 bulan lalu,"Tempat makan mie yg selalu rame, karena harga lumayan terjangkau dan rasa yg enak",5
2 tahun lalu,"Aku pesen mie setan level 1, menurutku itu udah pedes banget. Tapi emang akunya yang ngga bisa makan pedes walau suka pedes.
Murah bgt harganya dan nyaman tempatnya …",3
3 tahun lalu,Mie nya enak bisa pilih level pedas sesuai selera dan tentunya ada snack yang bisa bantu untuk meredakan rasa pedasnya,5
2 tahun lalu,"Saya pesan yg apa ya ini lupa wkwk, kalau kata temen saya yg gapake kecap. Enak. Itu di aduk dulu ya, cabenya ada dibawah soalnya wkw. Pertama kali nyoba mie gacoan. Pangsitnya endeuss dalemnya ada daging ayamnya. Alhamdulillah ga nunggu lama pas saya kesana hihi. Harganya juga ramah di kantong sobat misquen. Tempatnya juga oke.",5
7 bulan lalu,"Tempat nyaman dekat kampus UGM/UNY, harga terjangkau, pelayanan ramah dan cepat.parkir ada",4
2 tahun lalu,Harga terjangkau. 1 porsi jg udah bkin kenyang. Enak. Lokasi timur jalan. Tempatnya luaaaassss,5
setahun lalu,Harga ramah di kantong porsi lumayan banyak. Dan ada pangsit gorengnya😁,4
9 bulan lalu,Dapet piala 🥳,5
2 minggu lalu,"Tempatnya nyaman banget, pelayanannya juga ramah,,,",5
9 bulan lalu,Buka cabang di kudus dooong,5
7 bulan lalu,"Makanan ny lengkap murah dan enak .
tempat ny juga bersih dan rapi cocok buat nongkrong",4
5 bulan lalu,Enak dan murah. Pertama kali dine in disini pelayanan cepat,5
7 bulan lalu,"tempatnya luas, bersih, mengikuti protokol kesehatan. Tapi kalo siang rasanyaa panas bangett",4
2 tahun lalu,"Mie iblis nya enak. Tempat luas, agak lama penyajian karna emang selalu rame.",5
8 bulan lalu,"Mienya enak, pangsit gorengnya apalagi. Jangan lupa pesan udang keju di jamin kejunya lumeerr.",5
2 tahun lalu,"Nyaris satu jam nunggu makanan disajikan~ saking ramenya, eh karena mereka lebih prioritas sama ojek food keknya.",5
4 bulan lalu,Tempatnya sebenernya nyaman enak buat ngobrol tapi selalu rame,4
9 bulan lalu,"Dimsumnya enak, mienya b aja",5
2 tahun lalu,"Tempatnya lumayan bagus, nyaman, bersih, enak dilihat, banyak pilihan tempat duduk, suasana antri, dari depan pintu masuk, sampai antri untuk makan, menu mienya lumayan enak, pedes, buat yang doyan pedes cocok, atau sekedar coba-coba, …",5
5 bulan lalu,"Gada potoooooo hehehe,  pelayanan ramah, tempat nyaman koo",5
2 tahun lalu,"Tempat nyaman, harga murah, rasa enak, porsi pas. Selalu langganan di sini sih. Gimana enggak, per-porsi mie setan/iblis lv 1-4 cuma 9,1k. Minuman yang paling murah 4k aja ice tea sama air mineral. Hanya dengan 16k, perut kenyang. Hehe. Apalagi kalau pas ada promo disc 30%. Worth to try banget!",5
2 bulan lalu,ga enak,1
setahun lalu,"Aku paling suka udang kejunya, masyaallah enak banget. Empuk empuk lumer gitu",5
2 tahun lalu,Utk segi menunya enak dan harganya pas tapi sistem pelayanan ke costumer perlu diperbaiki karena ketika costumer belum mendapatkan pesanannya tidak ada yang membantu walau sudah menanyakan ke 3 pelayannya. Harusnya diberi tanda di bon …,3
2 tahun lalu,"Pedes, rekomended bangett",5
2 tahun lalu,Tempat nya ok. Kekinian. Ccok buat nongkrong. Kantong mahasiswa.  Mie nya enak. Mantep dah 👍,4
5 bulan lalu,"Terlalu lama, service too slow :(",3
2 bulan lalu,"Masakannya enak, parkiran hanya untuk motor",5
7 bulan lalu,"Enak rasane dan harganya murah lagi, pas buat kantong mahasiswa 👍",5
7 bulan lalu,"Enak, tapi saya selalu bingung KL beli,, dan selalu tanya, mie yg manis apa, yg asin apa ?  😅",5
6 bulan lalu,"Pemandangan di lantai duanya bagus,  bisa langsung liat jalan,,  karyawannya juga ramah""",5
2 tahun lalu,Antrian kelamaan bnyak driver ojek online,1
sebulan lalu,"Harga terjangkau , rasanya enak",4
sebulan lalu,GD obat udah ini mah!,5
10 bulan lalu,"Mi lebih kenyal, pangsit lebih matang. Untuk rasa menurut saya kurang asin. Tempat nya ramai, untuk parkirnya sulit. Harga standar",4
2 tahun lalu,"instagramable. bagus tempatnya. enak buat ngumpul sama temen"".",4
2 tahun lalu,"All is well, kecuali antrinya yang lama terus kadang ada yang datengny rombongan gitu tp kayaknya gak ada sistem booking gitu disini, jadi mereka nunggu biar meja²nya bida ditata buat berbanyak dan kadang kurang nyaman karena kalo makan …",4
10 bulan lalu,"Pangsit isi ayamnya juara. Pedasnya mantep !!! 😂 pesan mie iblis cabe 4 datengnya yg cabe 6 .. tapi tidak apa-apa. Tetep masih bisa kemakan walaupun standar pedasnya sangat ""huhah"" bagi saya.",4
11 bulan lalu,"Mie kekinian yang enak rasanya. Banyak topingnya juga. Selain enak harganya juga relatif murah. Pas bgt dikantong mahasiswa. Tempat makannya juga cozy, anak muda bgt lah. Kalo kesini musti sama temen rame2 sih seru bgt. Buat nongki juga cocok. Mantap lahh",5
sebulan lalu,"Langganan,enak soalnya hehehe murah enak tempat juga nyaman,kalau pas mahasiswa belum ke Jogja gini ga antri² banget ,kalau mahasiswa udah ke Jogja,duhh antri panjanggg",5
setahun lalu,"Makanannya enak, pelayanannya juga ramah dan harganya bersahabat",5
setahun lalu,"Harga terjangkau, tempat nongkrong yang asyik",5
11 bulan lalu,"Mie Gacoan Colombo, harganya sebenernya enak dan pedesnya oke juga (ngga pahit), snack pendamping nya juga oke seperti udang rambutan, dimsum, pangsit dan lain lain, minumnya juga oke. Yang ngga oke cuma parkirannya yang sempit sekali, kalo lagi apes ya kena antrian yang panjang banget jadi susah dapet parkiran.",3
11 bulan lalu,"Hari ini pesen gacoan lewat ojek online tapi gk di kasih sumpit padahal posisi lagi di luar rumah, parah sih ini karyawannya masa bisa lupa kasih sumpitnya, endingnya mau gak mau makan pakek tangan kosong tanpa ada bantuan sumpit, tolong …",1
5 bulan lalu,"Sungguh istemewa, rame banget
Mienya enak dari pada yang lain",5
10 bulan lalu,"Rasa mi gacoan dimana aja menurutku sama, udah banyak cabangnya di kota kota besar tp hampir semua cabang pasti banyak pengunjung, harganga tentu sangat2 terjangkau dari kalangan manapun, rasanya pun juga enak",3
2 bulan lalu,karena dulu pernah kerja disini 😂😂😂,5
2 tahun lalu,Enak gaes....murah juga...patut dicoba...👍,5
11 bulan lalu,"Kalau lagi ramai, nunggu ne lama 😂😂😂😂",3
3 bulan lalu,"Tempat nyaman,",5
sebulan lalu,Karya wan dah kayak robot,1
setahun lalu,"Kamu sebaiknya nggak usah datang ke restorannya daripada kamu kecewa, ngantri panjang dan tempat penuh, mau menikmati makan tapi jadi nggak nyaman karena ramainya pengunjung. Aku sarankan kamu mendingan pesan via aplikasi Gojek customer …",5
11 bulan lalu,"Agak kesel hari ini kesini , pesenan salah udh gt gue nunggu beberapa lama , malah yg dateng belakang banget udah dateng pesenannnya dan pesenan gue belum ... Gue nunggu udh lama dan udah ada 5 pengunjung yg dateng setelah pesenan gue dibenerin , tapi pesenan mereka malah lebih dulu dateng ..  minum pun belum dateng ..",1
3 bulan lalu,"The best, tidak pernah mengecewakan ☺",4
2 tahun lalu,Udah banyak yang bilang enak kan pasti? Ya emang enak. Baru nyobain mie setan sih. Level 2 dan itu lumayan pedes 😅 sama nyobain ini yg difoto. Lupa namanya 😅 genderuwo2 apa gitu namanya 😅 Nyaman lagi kalau ada untuk non smoking dan smoking area 🙏 Terima kasih.,5
3 tahun lalu,"Tempatnya sepertinya baru waktuku kesini. Dari segi harga sih standar ya, dan soal rasa juga standar, tapi menu pelengkap dari mie-nya menarik sih. Ada pangsit isi daging gitu, dan rasa dagingnya juga terasa. Soal minumannya juga lumayan, …",4
11 bulan lalu,"Rasa mie nya nikmat, side dish tetep udang keju pilihanku. Lokasi nggak jauh dari rumah dan sangat strategis. Sedikit masukan, demi menjaga agar tetap ramah lingkungan, ada baiknya pihak manajemen memikirkan solusi mengganti wadah …",3
2 bulan lalu,Rame...sih tempat nya,1
5 bulan lalu,"Favorit mie level-levelan, murah dan enak",5
setahun lalu,"Selalu istimewa, daei harga dan rasa.",5
2 tahun lalu,"Sangat tidak rekomendasi untuk para ojol ambil orderan disana. Sungguh tidak menyenangkan saya ambil orderan disana. Kami antri satu orderan bisa memakan waktu satujam lebih , bahkan 2 jam. Sangat tidak saya rekomendasikan untuk driver. …",1
2 tahun lalu,"Parkiran
Motor : ✓
Mobil : tidak disarankan …",5
seminggu lalu,Selalu ramai dan selalu nagih,5
2 bulan lalu,Antriiiiii. Harus panjang sabar,3
2 tahun lalu,"Murah, Enak, Pedas!",5
10 bulan lalu,"Makanan+minumannya enak semua, cuma kurang tempat aja. Jadi susah nerapin prokes",3
2 tahun lalu,"Rekomendasi mie untuk yang suka pedas, menu makanan dan minumannya unik dinamai dengan hantu"" di indonesia, sempet serem bayangain hantunya sih tapi enak makanan dan minumannya. Salah satu tempat hits juga karena selalu rame dan paling rame …",5
2 tahun lalu,"Murah dan enak, yang paling berkesan pangsitnya.. karena perannya yg mie angel, ke Gak pedes..",4
10 bulan lalu,Mie iblisnya nagih banget,5
7 bulan lalu,"Taste : enak
Tempatnya bagus buat nongkrong cocok bgt ,",5
8 bulan lalu,"Antri tidak terlalu lama, pesanan cepat datang, namun mie saya dingin :'",5
11 bulan lalu,"Haha tiga tahun di Jogja dan baru nyobain ini di bulan November 2020. Diajakin temwn gue yang emang doyan banget sama pedes. Harganya murce banget sis, rasanya tiada duaaa. Buat yg dari luar Jogja kudu banget nge list ini jd salah satu tujuan wisata kuliner. Soalnya cuma ada di Jogjaaaaa. The best lah!",5
11 bulan lalu,Suka sekali karna enaq awkwk tapi sayang gacoan satu dengan yang lain dengan menu berbeda jadi pengen es genderuwo adanya teh  sedikit kecewa malam itu hihi,5
9 bulan lalu,"Salah satu kuliner yang tidak pernah sepi di Jogja.
Bagi pecinta mie yang pedas pedas jangan lupa dicoba",4
3 bulan lalu,Layanan cepat,5
6 bulan lalu,Parah enak bat asli,5
11 bulan lalu,"Harganya terjangkau di kantong, apalagi untuk kalangan mahasiswa, porsinya tidak terlalu banyak, rasanyaa bisa dibilang enak, ramai pembeli dan sering sekali antri disaat jam jam makan.",4
7 bulan lalu,Pelayanya cuek tau pelanganya nggak dapet duduk dibiarkan begitu saja,2
3 bulan lalu,Pelayanan cepat,5
2 bulan lalu,Mantap pedesnya. Dan murah.,5
setahun lalu,"Rasa dan suasana sesuai harga, sayangnya penyajian kurang teliti, salah menyajikan level menu, bikin perut sakit 😣",3
10 bulan lalu,"Ramenya minta ampun  , kalo buat rasa enak sih cuma kurang ngena aja seafood nya",3
6 bulan lalu,Sukaaa mie nya,5
3 bulan lalu,Ngantri nya lama,5
setahun lalu,"Menu mie nya murah, 9rb brapa gt gk sampai 10rb.. Cuma es teh nya aja harganya 4rb lebih.. Pangsit nya enak, isi daging gitu.. Mie nya enak sih, bawang goreng nya banyak, pedes. Tempatnya bagus juga buat nongki..",5
setahun lalu,Di masa pandemi diharapkan untuk take away saja karena banyak orang disini. Untuk yang dine in sebaiknya duduk di lantai 2 saja. Untuk pengunjung yang take away bisa menunggu di lantai 1 di tempat yg disediakan. Menu yang tersedia cukup …,4
2 tahun lalu,"Antri bisa 30 menit tapi makanan minumannya langsung dateng mungkin sekitar 5 menit, parkirnya agak susah dikit, deket masjid, kalau disini ga dapet somay tapi pangsitnya 2",4
2 tahun lalu,"Enak, cocok untuk ngobrol",5
3 tahun lalu,Tempatnya cocok buat nongkrong.. Harga bersahabat,4
3 bulan lalu,Siip. Naknan.,5
5 bulan lalu,"pedasnya mantap, seperti pedasnya suara tetangga yang lagi rasan2",5
setahun lalu,Pertama kali cobain dan ternyata enak sih mienya. Bisa dicoba lagi buat varian lainnya. Es tehnya pun beda gitu rasanya. Untuk pelayanannya cukup baik. Untuk tempatnya mungkin bisa lebih dijaga lagi kebersihannya karena waktu naik tangga ke lantai atas ada bau kurang mengenakkan gitu. But overall buat makanannya good.,4
2 tahun lalu,"Too much antrian jasa online.. walaupun antriannya dipisah, tetep aja nunggunya lama.. karena banyak jasa online inilah yang bikin fasad bangunan kayak penuh.. padahal nggak juga bagian belakangnya.. …",4
2 bulan lalu,Ada nomer yang bisa di hubungi ?,4
setahun lalu,"Harga mie yang murah namun tetap enak, tempatnya lumayan sempit dan panas, disaat tertentu pesanan bisa jadi sangat lama karna kebanyakan pelanggan datang pada satu waktu seperti saat makan siang",4
setahun lalu,"Murah. Enak. Sayangnya tadi order pake gofood yg pickup, tetep antri lama.. kirain lebih cepet karena nanti tinggal ambil. Ternyata tetep ikut antrian sesuai yg beli langsung kesana. Buang buang waktu :""",3
10 bulan lalu,"Harganya masih terjangkau, rasanya juga gak enak, pelayanannya nggak ngecewain. Bisa makan sekaligus nongkrong bareng temen juga",5
4 minggu lalu,Lama banget nunggu nya,1
8 bulan lalu,"Ramai trus tapi tetap terkondisikan. Rame karena pinggir jalan X, tapi karena enak.",5
11 bulan lalu,"ternyata enak 😂😂 dan murah
krn ramai, jd kaya rada sempit.
pgn coba gacoan cabang lain",5
2 tahun lalu,"Mienya enak,  butuh perjuangan kalo pas jam makan haha",4
7 bulan lalu,"Wuiiihhhh.... antreannya puanjang....
Tiap hari geng ijo pada standby",3
4 bulan lalu,Ok sekali..  Pedas setanya hehehe,5
10 bulan lalu,Tempat yang asik untuk nongkrong bersama teman-teman. Datang setelah makan siang sangat direkomendasikan karena tidak terlampau ramai.,5
2 tahun lalu,"Sangat cocok nih lalok yang suka makan pedea mienya juga enak tempatnya luas harga juga standar,tapi kalau yang nggak suka pedes ada juga kok mie yang tidak pedas",5
2 tahun lalu,"Walaupun antrinya sangat panjang di jam jam sibuk, terbayarkan dengan rasa hang sangat enak. Level 8 sangat pedas dan enaak. Minumannya laling murah 4k (air mineral/es teh)",5
10 bulan lalu,"Untuk makanan enak, hanya saja tempat selalu full. Harus antri nunggu orang selesai makan",4
2 tahun lalu,"Tempatnya strategis dipinggir jalan, luas, enak buat santai, pokoknya nyaman",5
setahun lalu,"Selamat Pagi mohon maaf bila menggangu 🙂🙏

PROMO OKTOBER  DISKON SUZUKI MOBIL UP TO 50JT 🙂 …",5
2 tahun lalu,"Tempatnya selalu rame, antri dan nunggu makan bisa lebih dari setengah jam. Tapi untuk harga yg relatif murah sangat layak untuk dicoba karena rasa mie dan dimsumnya enak..",4
3 tahun lalu,"Mie gacoan pelayanannya buruk banget. Mau reservasi lewat IG disuruh ke WA , di WA gak dibalas , lama bgt slowrespon , seharusnya kalau dia sdh buka banyak cabang , gacoan seharusnya punya staff yang ngurusin reservasi. Dan harusnya bekerja …",1
setahun lalu,Mienya enak dan yang paling kusuka pangsit nya enak banget,5
2 tahun lalu,Lumayan..suka Mie ibLis'nya..sama pangsitnya jg enakk,4
4 bulan lalu,Pisang goreng,5
2 tahun lalu,"Level pedesnya ga bohongan! Buat yang seneng pedes, rekomended makan di sini.. mienya enak dan bumbunya pas.. minus di minumannya. B aja, pesen lemon tea, kerasa kalo itu minuman instant dan teh tarik pun juga sama. …",4
2 tahun lalu,Ngantri nya lama,3
2 tahun lalu,"Selalu ramai dan cukup lama menunggu, tapi enak dan murah. Apalagi dimsumnya saya sangat suka dengan sausnya",3
2 tahun lalu,"Produknya enak, tapi pelayanannya tidak sama sekali. Antrean terlalu panjang. Sepertinya menambah jumlah kasir menjadi pilihan yang logis. Namun, hal itu tidak dilakukan sejak restauran ini dibuka. Mungkin pengembang ingin menghemat biaya? Saya tidak tahu. Antrean yang panjang juga menyebabkan kemacetan di jalan Colombo.",1
3 bulan lalu,Mantapss dah,4
2 tahun lalu,"Ya seperti ulasan lainnya, disini harus punya jiwa yangg sabar. Antrean panjang bagai ular, satu kasir melayani konsumen langsung dan juga ojol. Rasa mie juga standar, bentukan mie seperti mie kriting meskipun rasanya agak beda. Tapi saya …",3
setahun lalu,Mantap mie iblisnya,5
2 tahun lalu,Bagus manajemen nya.  Tapi kasirnya kalok bisa di pisah buat ojek online sama pengunjung di bedain. Biar lebih nyaman.,4
2 minggu lalu,Alhamdulillah puas dengan pelayanan ❤️❤️❤️,5
setahun lalu,Buat yang cinta pedas pasti jadi tujuan nih.. kalo yang ngga cinta pedas masih bisa banget kesini. Ada pilihan dimsum juga selain menu utama mie.,4
9 bulan lalu,Iya saya suka mie gacoan dan saya umur 12 tahun memakan mie gacoan yg setan level 8,5
2 tahun lalu,Untuk menunya mantull tapi harus bersabar dengan kebiasaan ramainya gacoan,4
2 tahun lalu,"Kalau driver sudah ngantri banyak tolong di matikan dulu aplikasi nya,  ini rata rata nunggu 1,5 jam...  Kemampuan karyawan nya belum mampu seperti gacoan babarsari",1
2 tahun lalu,Mantep pokoknya.. murah enak.. tapi harus sabar untuk mengantri 😁,5
9 bulan lalu,"Bener bener pedes, tapi enak...
Tapi antrinya banyak sekali.....",4
2 tahun lalu,"Rasa dari makanannya sih biasa aja. Cuman minumannya aja yang enak, dan kayaknya pemilihan buah dalam minumannya kurang segar(bisa cek foto). But over all is good.",3
setahun lalu,"Tempatnya asik, rasanya menarik dan di kantong irit",5
setahun lalu,"Beli karna saking penasaran kalo lewat rame, yah akhirnya tau juga tastenya menurutku B aja lebih enak mie instan yg taglinenya seleraku~ kalo dari segi hrg emg terjangkau sebanding dengan porsi yang lumayan mengenyangkan lengkap dengan 2 pangsit goreng ayam",3
2 tahun lalu,"Utk tempat sama harga sih oke, tapi mie nya masih banyak yg nggumpal gitu huhu. Padahal kangen sama siomay ayam yg ada di mie setan, ternyata di sini dapetnya pangsit ayam. Kirain sama kayak di kota sebelah.",3
2 tahun lalu,Mie nya wenak.. tapi saat pesen malah error' komputernya. Jadi luamaaaaaaaaa deh,5
setahun lalu,Pelayanan sekarang sudah lebih cepat,5
setahun lalu,"To be honest I'm not a big fan of any kind of mie. Mie nya sih msh OK dengan harga yg murah, level yg katanya pedes menurutku sih msh bisa di makan sama yg bukan pecinta pedes. Seringnya rame bgt OJOL ,Ampe antri antri.",3
7 bulan lalu,Bagus dan enak,5
6 bulan lalu,Enak dan murah,5
2 tahun lalu,enak banget huhuhu,5
9 bulan lalu,gacoannnnn mie yg tiada duaaa apalagi dimsumnyaaa emang ga ada tandingan,5
setahun lalu,"kalobtake away panggil nya gak keras

tak kirain belum jaei ternyata dah jadi dan cuma di pinggirin …",2
11 bulan lalu,Rameee. Enak dan pedas,5
5 bulan lalu,Enak. Murah,5
3 bulan lalu,Dah langganan sejak jaman SMA,5
setahun lalu,"biasa saja, tapi selalu menarik dimata pelanggan, mienya mantap hanya saja tidak menyediakan garpu atau sendok (kecuali anda request) dan cocok untuk anak muda dan tidak disarankan untuk anak² dan lansia",3
5 bulan lalu,"Rasanya joss,harha murce,pelayanan cepat",5
4 bulan lalu,Murah enak,5
4 bulan lalu,harga terjangkau,5
setahun lalu,"Makanan & minuman :
Mienya enak pedes, es genderuwonya juga nagihin. …",5
11 bulan lalu,"muraaah, enaaak, jangan dateng pas jam makan siang aja 💙❤️🧡💙❤️🧡",4
3 bulan lalu,Cepat dlm proses orderan.,5
4 bulan lalu,Mie endeus. Wajib coba udah kejunya,4
2 bulan lalu,Ramainya luar biasa..,5
4 bulan lalu,enak dan affordable. tempatnya selalu ramai,5
3 bulan lalu,"Lokasi strategis,makanan enak",5
10 bulan lalu,"Bintang 3,5 untuk mie, bintang 3 untuk dimsum, bintang5 untuk antrian pembeli.. Wkwkwk",4
7 bulan lalu,Enak ramee tp,5
2 tahun lalu,"Pedes enak murah mantaapp, tp antrinya harus sabaar",5
2 tahun lalu,"harga terjangkau, tempat lumayan nyaman, tapi tempat antri order kurang nyaman",3
2 tahun lalu,enakk.. murahh.. recommended lahh,4
sebulan lalu,Terlalu banyak kerumunan diantrian,1
setahun lalu,"Menu minuman lebih lengkap gacoan babarsari dan tamsis. Strategis deket indomaret poin dan kampus uny, area makan kurang luas, kalo penuh harus antri nunggu, parkir cukup luas, trsedia toilet.",5
9 bulan lalu,"Harganya sesuai di kantong, porsi dimsumnya juga lumayan lebih besar dari warung sebelah",5
10 bulan lalu,"Tempat nyaman,makanan enak,lebih suka mie iblis,tambah pangsit goreng dan dimsumnya juga enakk",5
sebulan lalu,Antriannya istimewa banyak nya,5
10 bulan lalu,"Di Bali, Semarang, Solo dan sekarang Jogja!
Tetap enak guys 😎",5
7 bulan lalu,lantai 2 tempatnya asik sayang ga ada mushola,5
11 bulan lalu,"Salah satu mie yg recom buat kalian yg ingin merasakan mie dengan sensasi yg berbeda.
Selain mie dsini juga menyediakan snack dan tempat yg asyik.",4
sebulan lalu,👉👌,1
setahun lalu,"Selalu rame ngantri panjang:) tapi rasa nya enak

*Corona gini harusnya tetap terapin protokol kesehatan",3
5 bulan lalu,Enak bangeeeettttttt,5
5 bulan lalu,Makanannya enak,5
10 bulan lalu,"rasanya enak, harganya murah, pelayanannya bagus, dan tidak perlu menunggu lama pesanan sampai",5
setahun lalu,Enak enak enak 😂 tempatnya asik buat nongkrong apalagi yg lantai 2,5
4 bulan lalu,Harga aman dikantong dan cocok untuk mahasiswa nih,5
7 bulan lalu,"Enak, pelayanan baik, banyakin promo lebih baik hehe",5
setahun lalu,Cocok banget untuk kaum milenial.. kalau keluarga kurang rekomended sii soalnya memang didesain untuk nongkrong.. mie nya murah dr 10rban dan minumnya jugaa.. luvv ❤️❤️,5
2 minggu lalu,Mantap,5
seminggu lalu,Memuaskan,5
setahun lalu,"Sumpah nyesel beli disini, nyesel asli  pedesnya ngeri banget, buat yg mau dtg ke sini dijamin kalian nyesel, beneran nyesel kalo gk pesen 2 porsi, gw aja antri lama cuma pesen satu porsi nyesel aslii",5
8 bulan lalu,Murah dan enak 👍,3
5 bulan lalu,Antrinya lumayan sih gak selama dulu,5
4 bulan lalu,"rame terus , mantap 😅",4
10 bulan lalu,"Mienya enak, udang keju sama udang rambutannya jugaa. Tempatnya selalu rame",5
9 bulan lalu,"tempatnya nyaman, bersih, makanan murah dan lumayan enak..",5
setahun lalu,"Tempatnya sangat nyaman dan banyak spot-spot foto yang aesthetic. Tidak lupa, mie-nya enak banget dan menunya sangat banyak",5
4 minggu lalu,Lama banget,1
2 minggu lalu,pelayanan kurang baik,1
setahun lalu,Dimsumnya ok. Harga murah karena lg promo. Hehehe....untuk mie ny biasa. Lebih prefer ke dimsumny.,4
2 tahun lalu,Mie pedas dengan banyak level. murah meriah loh dibawah 10k,5
11 bulan lalu,Enak dan pelayanan oke,4
9 bulan lalu,Yg suka pedes. Yg suka iblis. Demen tuyul. Temenan ma setan. Ngumpul sini,5
5 bulan lalu,Pelayanan okeee,4
setahun lalu,"Ini mie kesukaan aq Ama temen. Makan rame2 lebih nikmat. Harus pinter pakai sumpit kalo d sni, Krn gak ada sendok garpu wwkwkwkwk",5
7 bulan lalu,"Tempatnya nyaman,  rasa mi dan dimsumnya enak.",5
setahun lalu,"Harga affordable banget, tempat luas kalau sedang tidak ramai, pelayanan juga cepet. Tukang parkirnya baik dan amanah 👍👍",5
